timestamp,x,y,z
1692849600.415504,3.2406483,10.370715,2.5586693
1692849600.515351,3.2440548,10.367637,2.5649264
1692849600.616661,3.2470336,10.3694725,2.5722115
1692849600.71545,3.249475,10.37248,2.5787146
1692849600.815625,3.2514064,10.372728,2.583184
1692849600.915528,3.2537358,10.368941,2.585481
1692849601.015505,3.2580595,10.361677,2.5865405
1692849601.115645,3.2642486,10.350723,2.5869079
1692849601.215539,3.2691948,10.334638,2.586467
1692849601.315598,3.2712204,10.314657,2.5851154
1692849601.41545,3.2714374,10.29698,2.5829148
1692849601.515505,3.2733445,10.287179,2.581878
1692849601.615405,3.283782,10.289292,2.5871506
1692849601.715525,3.302185,10.300924,2.5988908
1692849601.815461,3.3146892,10.309014,2.608174
1692849601.915368,3.3154604,10.307443,2.610381
1692849602.015671,3.3136802,10.302996,2.6092472
1692849602.115549,3.316441,10.301992,2.6089401
1692849602.215565,3.3248384,10.307708,2.6129236
1692849602.315407,3.3363233,10.319461,2.6210423
1692849602.415534,3.3439424,10.33123,2.6279771
1692849602.515421,3.34458,10.338539,2.6310596
1692849602.615627,3.3424532,10.3405905,2.6330206
1692849602.715304,3.339152,10.337774,2.634699
1692849602.81539,3.3307712,10.331912,2.633102
1692849602.915398,3.3181045,10.326571,2.6281254
1692849603.015629,3.310554,10.32792,2.6251576
1692849603.115755,3.3129623,10.337807,2.627383
1692849603.215591,3.320977,10.350463,2.633327
1692849603.315508,3.327998,10.363595,2.640055
1692849603.41543,3.3251016,10.381515,2.6429117
1692849603.515352,3.3114948,10.403935,2.6416
1692849603.615505,3.29967,10.422257,2.6430163
1692849603.715467,3.2957568,10.431084,2.64932
1692849603.815587,3.2929862,10.4319935,2.6536832
1692849603.91576,3.2866013,10.426906,2.6521099
1692849604.015937,3.277761,10.417298,2.6474652
1692849604.115604,3.2662299,10.405304,2.641258
1692849604.216037,3.2482889,10.393837,2.631525
1692849604.315848,3.2258909,10.385692,2.619257
1692849604.415751,3.2096584,10.38256,2.6101766
1692849604.515845,3.204793,10.38324,2.6076393
1692849604.615887,3.203033,10.3804,2.6088908
1692849604.715611,3.1990545,10.370138,2.6113696
1692849604.815922,3.196126,10.356122,2.6144133
1692849604.948048,3.1999593,10.340831,2.6190097
1692849605.083668,3.217704,10.33978,2.624933
1692849605.183768,3.2357092,10.344118,2.6300945
1692849605.283245,3.2519035,10.345601,2.635354
1692849605.383467,3.264429,10.34617,2.638598
1692849605.483565,3.2728043,10.348943,2.6382084
1692849605.583802,3.280275,10.352405,2.6371274
1692849605.683527,3.2901602,10.354894,2.638439
1692849605.783568,3.3028216,10.359201,2.641093
1692849605.883486,3.3165238,10.367914,2.6430833
1692849605.983749,3.3244162,10.378077,2.6428785
1692849606.083762,3.3210425,10.386151,2.639893
1692849606.183721,3.312607,10.392883,2.6367989
1692849606.283543,3.3065398,10.399933,2.6363857
1692849606.383657,3.3032882,10.408623,2.6384952
1692849606.479869,3.3015103,10.419092,2.6419456
1692849606.579707,3.2997713,10.430415,2.6457837
1692849606.679898,3.2970808,10.439928,2.648768
1692849606.779557,3.2941031,10.445982,2.6509733
1692849606.879852,3.2920208,10.447901,2.6530762
1692849606.979534,3.2912536,10.447539,2.6557753
1692849607.07967,3.2916782,10.447292,2.6597679
1692849607.179896,3.2920945,10.448093,2.6653442
1692849607.27977,3.2911124,10.45017,2.6728086
1692849607.379818,3.2879074,10.452352,2.683232
1692849607.479755,3.2825565,10.452996,2.6980753
1692849607.579669,3.2786796,10.450284,2.72002
1692849607.67976,3.2794697,10.443382,2.750548
1692849607.779781,3.2814136,10.436185,2.78384
1692849607.879412,3.2802455,10.43287,2.8141992
1692849607.979521,3.2767453,10.432952,2.846196
1692849608.079958,3.2731564,10.434814,2.8858724
1692849608.180056,3.271663,10.43748,2.9341369
1692849608.27945,3.2733784,10.440186,2.9886432
1692849608.37963,3.2754426,10.442355,3.040022
1692849608.47947,3.2746239,10.443346,3.0797465
1692849608.579427,3.2704942,10.442403,3.1170318
1692849608.679358,3.2635546,10.43903,3.1631298
1692849608.779486,3.2560883,10.434842,3.216754
1692849608.879887,3.2511117,10.432337,3.271178
1692849608.979795,3.2491794,10.432344,3.3232396
1692849609.079732,3.2477975,10.433639,3.3752785
1692849609.179647,3.2446094,10.434942,3.4263017
1692849609.279519,3.237638,10.435048,3.4711437
1692849609.379322,3.227617,10.433932,3.509657
1692849609.479548,3.2206142,10.433915,3.5524962
1692849609.579507,3.221667,10.43668,3.6077392
1692849609.679851,3.2266984,10.439211,3.6668985
1692849609.779416,3.2293768,10.437577,3.7167122
1692849609.879608,3.229328,10.433112,3.7598908
1692849609.979565,3.229169,10.429868,3.8054006
1692849610.079564,3.2304008,10.429406,3.854375
1692849610.183956,3.2333684,10.43059,3.9004192
1692849610.283342,3.237379,10.431996,3.9394145
1692849610.383977,3.241634,10.432548,3.983364
1692849610.483525,3.2451832,10.432517,4.032649
1692849610.579368,3.2473435,10.433504,4.0791388
1692849610.6795,3.24842,10.435512,4.1220684
1692849610.779705,3.249355,10.436357,4.1574135
1692849610.879732,3.2504594,10.4349985,4.1843057
1692849610.979531,3.250616,10.432634,4.203611
1692849611.07955,3.2489862,10.430495,4.216482
1692849611.17941,3.24693,10.428963,4.2242875
1692849611.27981,3.2460608,10.427959,4.2285523
1692849611.379624,3.2458174,10.426645,4.230444
1692849611.479419,3.2452397,10.424152,4.2310104
1692849611.579553,3.2446406,10.420594,4.23077
1692849611.680015,3.2445414,10.416501,4.23009
1692849611.779562,3.2448313,10.413008,4.2292943
1692849611.879621,3.2452242,10.410928,4.2285666
1692849611.979752,3.2453556,10.409452,4.227635
1692849612.079912,3.2449918,10.407634,4.2262354
1692849612.179601,3.2445467,10.406121,4.224746
1692849612.279766,3.244586,10.405702,4.223661
1692849612.379522,3.245643,10.406133,4.2233877
1692849612.479572,3.2479475,10.407045,4.2240114
1692849612.579515,3.2504613,10.408645,4.2244368
1692849612.680053,3.2521048,10.411246,4.223541
1692849612.779828,3.2535691,10.414704,4.2221437
1692849612.879746,3.255943,10.418736,4.2214937
1692849612.979497,3.258598,10.422856,4.2213316
1692849613.079538,3.2607622,10.426517,4.2211795
1692849613.179405,3.2630315,10.428959,4.221496
1692849613.27946,3.266037,10.429841,4.2227035
1692849613.379472,3.2685897,10.4310465,4.2237563
1692849613.479534,3.2694035,10.434451,4.223553
1692849613.579517,3.269274,10.43872,4.222806
1692849613.67975,3.2693195,10.442174,4.2224617
1692849613.779701,3.2694952,10.445509,4.222266
1692849613.879792,3.2696683,10.449719,4.2217994
1692849613.979554,3.2706842,10.454066,4.2213783
1692849614.079551,3.273222,10.457669,4.221387
1692849614.179478,3.2762394,10.4605875,4.2217517
1692849614.279532,3.278738,10.462883,4.222464
1692849614.379437,3.2816699,10.463496,4.224265
1692849614.480113,3.2860737,10.460882,4.2277374
1692849614.580293,3.2904954,10.452649,4.231415
1692849614.679771,3.29315,10.437264,4.233713
1692849614.779463,3.2940078,10.417752,4.2352443
1692849614.879577,3.293198,10.397006,4.236909
1692849614.979591,3.289481,10.370755,4.2381186
1692849615.079489,3.281757,10.334202,4.2380886
1692849615.179611,3.2713428,10.290253,4.23708
1692849615.279903,3.2602015,10.243944,4.235683
1692849615.379468,3.249982,10.199446,4.23459
1692849615.479361,3.241421,10.158015,4.234279
1692849615.579823,3.2324164,10.112937,4.2342153
1692849615.679819,3.2206414,10.0573015,4.233731
1692849615.779658,3.2065992,9.9929085,4.233126
1692849615.8796,3.1916392,9.924609,4.2328696
1692849615.984419,3.1762865,9.8557625,4.232812
1692849616.084424,3.1625543,9.796881,4.232673
1692849616.1848,3.1476574,9.736064,4.232438
1692849616.284185,3.1296837,9.664958,4.2321787
1692849616.379855,3.1094735,9.586921,4.2319903
1692849616.479915,3.0864096,9.499786,4.231931
1692849616.579838,3.0645216,9.417962,4.231964
1692849616.680074,3.0460591,9.349309,4.2319903
1692849616.779814,3.0269692,9.280941,4.2318473
1692849616.880084,3.0021393,9.196367,4.231425
1692849616.979877,2.9727147,9.099861,4.230961
1692849617.079922,2.9411426,9.000146,4.2306013
1692849617.179897,2.9103346,8.908306,4.229605
1692849617.280028,2.8818865,8.830812,4.227265
1692849617.379963,2.8520443,8.753856,4.224284
1692849617.479987,2.8166127,8.661499,4.221582
1692849617.579892,2.7779787,8.559158,4.219264
1692849617.680502,2.739431,8.455375,4.2172112
1692849617.779875,2.7022867,8.351539,4.215565
1692849617.88008,2.6659122,8.244157,4.214441
1692849617.980019,2.6328754,8.143168,4.2139506
1692849618.080083,2.6042678,8.05518,4.2140236
1692849618.18011,2.573935,7.964051,4.2138996
1692849618.279974,2.5357091,7.8524227,4.212903
1692849618.379856,2.493635,7.729533,4.2117214
1692849618.480278,2.4536476,7.6097374,4.211228
1692849618.580464,2.4175944,7.498132,4.211293
1692849618.680238,2.3856015,7.3955994,4.2114882
1692849618.78015,2.3554902,7.2962294,4.2116413
1692849618.880106,2.32279,7.187533,4.2118883
1692849618.98006,2.2856512,7.0660114,4.212196
1692849619.079815,2.2454565,6.939069,4.2123203
1692849619.180015,2.2031534,6.8097386,4.212232
1692849619.279962,2.1598458,6.676699,4.212254
1692849619.37974,2.1166995,6.539555,4.212696
1692849619.480177,2.0766714,6.409066,4.213666
1692849619.579955,2.0423734,6.2964664,4.215043
1692849619.680005,2.006133,6.1792417,4.216008
1692849619.779874,1.9611012,6.0367146,4.215811
1692849619.879825,1.9155366,5.893832,4.2151604
1692849619.979868,1.879024,5.7789893,4.2150173
1692849620.080055,1.8449484,5.668745,4.2154875
1692849620.179669,1.8044665,5.5333576,4.2163
1692849620.279869,1.759849,5.3823943,4.2166586
1692849620.379812,1.7168694,5.2370667,4.215909
1692849620.479931,1.6759311,5.0969954,4.215003
1692849620.579832,1.6367084,4.9591703,4.2150645
1692849620.679813,1.6005365,4.8302765,4.215719
1692849620.779743,1.5686358,4.717281,4.216267
1692849620.880157,1.536715,4.6051764,4.2166867
1692849620.980176,1.5002018,4.4773884,4.2171955
1692849621.08034,1.460269,4.339529,4.2179494
1692849621.180084,1.4204502,4.2052093,4.219002
1692849621.280254,1.3844085,4.0847464,4.2200904
1692849621.379972,1.3547266,3.98479,4.220869
1692849621.480076,1.3245841,3.885001,4.2211194
1692849621.580161,1.2870475,3.764346,4.2207665
1692849621.680187,1.2458135,3.62896,4.2203693
1692849621.779921,1.2074381,3.4939728,4.22054
1692849621.879868,1.1750985,3.373059,4.2211986
1692849621.979153,1.1498778,3.2751124,4.222028
1692849622.079633,1.1247689,3.1777205,4.222625
1692849622.179464,1.0934281,3.0596092,4.2226872
1692849622.279479,1.0583365,2.926304,4.22274
1692849622.37968,1.0246298,2.7929158,4.223377
1692849622.479938,0.9947511,2.6722364,4.2242875
1692849622.580109,0.96933687,2.5713727,4.225008
1692849622.679651,0.9444078,2.473701,4.2257004
1692849622.779628,0.9152703,2.3582141,4.226639
1692849622.879746,0.8831755,2.2278416,4.2276278
1692849622.979491,0.8516434,2.0957491,4.2282453
1692849623.079793,0.82551366,1.9854426,4.227707
1692849623.179544,0.80933803,1.9188372,4.225598
1692849623.279827,0.8007613,1.8802505,4.223726
1692849623.379518,0.79620886,1.8477368,4.224201
1692849623.479487,0.79380125,1.8126737,4.22726
1692849623.579478,0.79224914,1.7726679,4.232275
1692849623.679491,0.7900359,1.733239,4.2370305
1692849623.779628,0.7856723,1.699327,4.2394114
1692849623.87945,0.77820754,1.6608423,4.240272
1692849623.979474,0.7674262,1.6069728,4.241119
1692849624.080076,0.7561546,1.5475378,4.2421093
1692849624.179692,0.7472214,1.4954419,4.242966
1692849624.279781,0.739211,1.4469565,4.2433896
1692849624.379548,0.73025036,1.3969095,4.2430854
1692849624.479445,0.7195462,1.3433563,4.2419934
1692849624.579732,0.7068129,1.2860363,4.24015
1692849624.679729,0.6922892,1.2253852,4.2379994
1692849624.779512,0.676611,1.1616052,4.2364388
1692849624.879809,0.6604422,1.0955153,4.2361727
1692849624.979746,0.6452714,1.034145,4.2368684
1692849625.08055,0.6317464,0.98163253,4.237941
1692849625.179502,0.6176388,0.9285149,4.2390833
1692849625.279582,0.59951043,0.86085,4.240081
1692849625.379457,0.57746935,0.7827527,4.240329
1692849625.479527,0.5527575,0.70229805,4.239314
1692849625.579438,0.52923524,0.6288351,4.237395
1692849625.679754,0.5097706,0.5668796,4.2352004
1692849625.779521,0.48966074,0.49927515,4.2335124
1692849625.879486,0.46355772,0.40865156,4.232762
1692849625.979499,0.4374307,0.31912953,4.23161
1692849626.079582,0.41898406,0.2602476,4.228905
1692849626.179486,0.4072759,0.22500868,4.2272186
1692849626.279939,0.3989938,0.19733499,4.2294965
1692849626.379654,0.39300668,0.17453068,4.234612
1692849626.480097,0.3876954,0.15657803,4.240349
1692849626.581587,0.37679964,0.13972324,4.245033
1692849626.679913,0.35578975,0.12121207,4.247351
1692849626.779492,0.32938355,0.103794806,4.2477694
1692849626.879827,0.30391842,0.09222866,4.246967
1692849626.979401,0.27364084,0.085507244,4.2456627
1692849627.079577,0.23032477,0.08076987,4.2444673
1692849627.179626,0.18002103,0.07750129,4.2436337
1692849627.28008,0.13172226,0.07582016,4.243267
1692849627.379532,0.08682202,0.075784445,4.243371
1692849627.479597,0.040973216,0.07739176,4.2438903
1692849627.579751,-0.00924001,0.08065844,4.244773
1692849627.679827,-0.06729918,0.0855818,4.2459135
1692849627.779619,-0.13372634,0.09198542,4.2455735
1692849627.87948,-0.20596288,0.09953747,4.24017
1692849627.979722,-0.2793112,0.10779885,4.230138
1692849628.080035,-0.34573257,0.11612229,4.2219977
1692849628.21544,-0.41366747,0.12660502,4.2222195
1692849628.315472,-0.4486511,0.13387161,4.226622
1692849628.415453,-0.47346365,0.14086242,4.2306485
1692849628.515455,-0.4911459,0.1475629,4.233569
1692849628.615656,-0.50444096,0.15403043,4.2354417
1692849628.715264,-0.51535285,0.16039816,4.237212
1692849628.820463,-0.5250931,0.16696802,4.239692
1692849628.920349,-0.53092575,0.17248848,4.242582
1692849629.020424,-0.5328776,0.17684132,4.2452884
1692849629.120378,-0.53252685,0.17975304,4.246182
1692849629.22045,-0.53035444,0.18136625,4.2451553
1692849629.320554,-0.52498066,0.18235098,4.244384
1692849629.420477,-0.5157086,0.1829502,4.2450686
1692849629.520435,-0.50335497,0.18250708,4.2461963
1692849629.620429,-0.48876917,0.18072052,4.24698
1692849629.72028,-0.4725359,0.17819808,4.2475624
1692849629.820587,-0.4547861,0.17556599,4.2481704
1692849629.920532,-0.43313935,0.17284803,4.24876
1692849630.020095,-0.40484786,0.16974339,4.2491927
1692849630.120365,-0.37460268,0.16622302,4.249632
1692849630.220294,-0.34881487,0.16229257,4.2503953
1692849630.320401,-0.32080042,0.15688662,4.252101
1692849630.420485,-0.2815908,0.14898622,4.255174
1692849630.520525,-0.23796047,0.14020258,4.2581596
1692849630.620056,-0.20104983,0.13283053,4.2591605
1692849630.720455,-0.16686057,0.12623854,4.258483
1692849630.816024,-0.12764712,0.11904666,4.2574973
1692849630.915572,-0.07601449,0.10993058,4.256811
1692849631.015656,-0.019939898,0.10039466,4.2561173
1692849631.115937,0.033591263,0.09171101,4.255173
1692849631.215704,0.07975643,0.084675185,4.254126
1692849631.315708,0.1202903,0.07892843,4.2530746
1692849631.415736,0.16635868,0.07243307,4.252003
1692849631.515621,0.22131537,0.06447207,4.2511
1692849631.615631,0.27307734,0.05696456,4.2509384
1692849631.71562,0.3167126,0.05096282,4.2516174
1692849631.815832,0.363487,0.0453981,4.2523246
1692849631.915855,0.41966912,0.039285365,4.2533817
1692849632.016119,0.48044148,0.03207819,4.2573256
1692849632.115607,0.53729284,0.024326505,4.263777
1692849632.215582,0.58017194,0.018075489,4.267045
1692849632.315566,0.6058649,0.0150151495,4.265079
1692849632.41555,0.6257958,0.015610018,4.2634296
1692849632.515627,0.64621407,0.019402295,4.2654195
1692849632.615596,0.6617617,0.024531517,4.2691536
1692849632.715808,0.6680431,0.030310405,4.272843
1692849632.816057,0.66445744,0.038485695,4.275836
1692849632.915558,0.64853716,0.050835542,4.276911
1692849633.015667,0.61298835,0.06911019,4.2736135
1692849633.115621,0.5588784,0.09229334,4.266031
1692849633.215963,0.5017223,0.1152589,4.258931
1692849633.315923,0.44889942,0.13571568,4.254198
1692849633.416379,0.38407215,0.15958618,4.2460256
1692849633.515933,0.30509338,0.18819273,4.2332635
1692849633.615751,0.23509383,0.21475224,4.2239165
1692849633.71569,0.19390948,0.23310004,4.2242694
1692849633.815653,0.17330974,0.24448565,4.2292886
1692849633.916204,0.15903442,0.25230747,4.2319055
1692849634.015885,0.14744307,0.26165792,4.232193
1692849634.115801,0.13962857,0.2778732,4.2336793
1692849634.215638,0.13436006,0.29646862,4.237004
1692849634.315632,0.12878059,0.30703455,4.241019
1692849634.415745,0.12128318,0.30453917,4.2447033
1692849634.515612,0.11245177,0.29352453,4.247317
1692849634.615619,0.101766385,0.27569297,4.248537
1692849634.715672,0.086647525,0.24654092,4.248645
1692849634.815714,0.0661107,0.20400181,4.248069
1692849634.915627,0.042418044,0.15148845,4.2473884
1692849635.015788,0.017305784,0.09090642,4.2471647
1692849635.115841,-0.008592354,0.021494469,4.2479033
1692849635.216428,-0.03433711,-0.05472373,4.2497573
1692849635.315667,-0.057223972,-0.12740958,4.2522073
1692849635.416019,-0.07886007,-0.19894645,4.254736
1692849635.515652,-0.10651198,-0.2884776,4.2566576
1692849635.615819,-0.14267772,-0.40434456,4.2580295
1692849635.747736,-0.18802229,-0.5618828,4.26094
1692849635.847607,-0.21623817,-0.6679286,4.263039
1692849635.947857,-0.24344987,-0.7605424,4.2618914
1692849636.0479,-0.268936,-0.8360498,4.2575917
1692849636.148114,-0.28841382,-0.8902678,4.2526655
1692849636.247704,-0.3002914,-0.9224408,4.2490454
1692849636.347718,-0.30973932,-0.9412908,4.2470694
1692849636.447751,-0.32231435,-0.9557779,4.2469134
1692849636.547794,-0.3389281,-0.9688443,4.248346
1692849636.647329,-0.3565326,-0.97830653,4.250801
1692849636.747662,-0.37228587,-0.98197305,4.253754
1692849636.848056,-0.38295004,-0.97742707,4.256624
1692849636.947466,-0.38546598,-0.9625691,4.2588315
1692849637.047534,-0.37851232,-0.9359543,4.2601347
1692849637.147455,-0.3630113,-0.8979222,4.260628
1692849637.247416,-0.34006852,-0.8487479,4.260455
1692849637.347836,-0.3106622,-0.78847253,4.2597537
1692849637.447594,-0.2762609,-0.7181299,4.2586746
1692849637.54748,-0.23775283,-0.637574,4.2573543
1692849637.647759,-0.19613008,-0.54684174,4.2559295
1692849637.747606,-0.15285784,-0.44701284,4.254554
1692849637.847452,-0.108879976,-0.33804575,4.253363
1692849637.947825,-0.06508602,-0.21962145,4.2524943
1692849638.047624,-0.023077017,-0.093373135,4.2520995
1692849638.147654,0.016503941,0.040625654,4.2522545
1692849638.247393,0.053064648,0.17739052,4.252769
1692849638.347556,0.08664061,0.3126848,4.253381
1692849638.447687,0.1168389,0.440645,4.2538195
1692849638.547489,0.14336805,0.5557229,4.253819
1692849638.647546,0.16616654,0.65338695,4.2531133
1692849638.747555,0.18498075,0.72826946,4.2514534
1692849638.84761,0.20137392,0.78266484,4.24924
1692849638.947449,0.2189893,0.82772607,4.247691
1692849639.047325,0.23992227,0.8718841,4.2475047
1692849639.14742,0.260831,0.91264427,4.247663
1692849639.247745,0.27831757,0.94575834,4.2473254
1692849639.347512,0.2920824,0.9682005,4.2472124
1692849639.447479,0.30243602,0.9778987,4.247846
1692849639.54751,0.30887425,0.9731716,4.2483907
1692849639.647462,0.31164652,0.95505655,4.24807
1692849639.747507,0.3134577,0.9318096,4.2469687
1692849639.847402,0.31684598,0.9122866,4.2453413
1692849639.947567,0.32190287,0.90199673,4.2434764
1692849640.047813,0.32830358,0.9029096,4.2417927
1692849640.147615,0.33640054,0.9087993,4.241012
1692849640.247357,0.34621638,0.91496146,4.2415285
1692849640.347655,0.3562231,0.92567635,4.242643
1692849640.447649,0.3656301,0.94570136,4.2437367
1692849640.547449,0.37708345,0.97667044,4.2450776
1692849640.647536,0.39273944,1.0191278,4.2468805
1692849640.747587,0.41152987,1.0712256,4.2487607
1692849640.847761,0.43190786,1.13093,4.250237
1692849640.947716,0.45222574,1.195903,4.2508216
1692849641.047398,0.47138256,1.2640767,4.250293
1692849641.147484,0.49027345,1.3343785,4.249402
1692849641.247384,0.5108606,1.4091806,4.248969
1692849641.347442,0.53771,1.5034066,4.249301
1692849641.447356,0.57184666,1.6214223,4.2503204
1692849641.547885,0.60410947,1.7353951,4.2511396
1692849641.648072,0.6278934,1.824242,4.2510633
1692849641.747745,0.6514101,1.9105408,4.250441
1692849641.847562,0.6833868,2.0191545,4.2497845
1692849641.947347,0.72234803,2.1476684,4.249559
1692849642.047559,0.7642399,2.2866986,4.250185
1692849642.147421,0.8054553,2.4230275,4.251561
1692849642.247374,0.8438533,2.5444596,4.253194
1692849642.347514,0.88000655,2.6524458,4.2546773
1692849642.447432,0.9164687,2.7587025,4.255673
1692849642.547328,0.95605946,2.8758419,4.2558537
1692849642.647559,1.0016114,3.0162704,4.254929
1692849642.747561,1.053511,3.1788259,4.2536592
1692849642.848954,1.1110442,3.3533785,4.2537456
1692849642.947502,1.1671902,3.5207396,4.2548833
1692849643.047407,1.2179618,3.6784902,4.2553406
1692849643.147278,1.2620678,3.8288069,4.254632
1692849643.247602,1.303774,3.9878607,4.253295
1692849643.347613,1.3457646,4.1648827,4.2520075
1692849643.447346,1.3859016,4.347287,4.2518535
1692849643.547346,1.4213285,4.520977,4.2535276
1692849643.647507,1.4512966,4.688935,4.255191
1692849643.747449,1.475961,4.858689,4.254448
1692849643.847413,1.4980903,5.028462,4.2521687
1692849643.947885,1.522121,5.190083,4.251388
1692849644.047776,1.5502665,5.3450093,4.25272
1692849644.147582,1.5829327,5.5113196,4.253916
1692849644.248047,1.6192502,5.696444,4.253441
1692849644.347531,1.6537504,5.869693,4.2522035
1692849644.447369,1.6841307,6.014749,4.2513027
1692849644.547689,1.7152622,6.154,4.251273
1692849644.647345,1.7525858,6.3140073,4.2525043
1692849644.747934,1.7962017,6.502414,4.2547874
1692849644.847495,1.8394544,6.7004704,4.257301
1692849644.947636,1.8777804,6.8900814,4.258997
1692849645.047647,1.9069729,7.04719,4.25875
1692849645.147766,1.935019,7.1890473,4.258352
1692849645.247342,1.9774325,7.3587875,4.261444
1692849645.347346,2.0339475,7.5609827,4.266576
1692849645.447556,2.091359,7.7665668,4.2684493
1692849645.547449,2.146164,7.9666896,4.2662616
1692849645.647562,2.2033086,8.170994,4.2628465
1692849645.747443,2.2613888,8.36967,4.260451
1692849645.847457,2.315442,8.543111,4.2606287
1692849645.947701,2.3687487,8.705964,4.2624006
1692849646.047518,2.430639,8.89857,4.2627745
1692849646.147395,2.4982984,9.113066,4.2616587
1692849646.247357,2.5596325,9.304692,4.2611556
1692849646.347435,2.6167858,9.474114,4.262579
1692849646.447632,2.6828492,9.657624,4.266459
1692849646.54754,2.7598221,9.865735,4.2714744
1692849646.647626,2.8411317,10.088588,4.2750177
1692849646.74767,2.9179254,10.302589,4.276713
1692849646.847602,2.9812908,10.478355,4.277909
1692849646.947929,3.0367312,10.630165,4.2788086
1692849647.04733,3.098626,10.7998085,4.2787313
1692849647.147349,3.1708393,10.998972,4.277463
1692849647.247393,3.2458248,11.206871,4.275251
1692849647.347422,3.3202825,11.413269,4.2733383
1692849647.447382,3.3940082,11.615758,4.2735724
1692849647.54748,3.463871,11.806258,4.275531
1692849647.647315,3.52431,11.971885,4.277088
1692849647.747606,3.5798135,12.12773,4.2776995
1692849647.847436,3.641838,12.308097,4.2782493
1692849647.947881,3.7076898,12.505683,4.2784023
1692849648.047704,3.7619662,12.675572,4.2769217
1692849648.147553,3.808151,12.824182,4.274391
1692849648.247341,3.8615792,12.990036,4.272633
1692849648.347505,3.9240665,13.17853,4.2716603
1692849648.447381,3.9855704,13.365525,4.27005
1692849648.547452,4.0417886,13.543279,4.2670345
1692849648.648379,4.0927114,13.716007,4.2624965
1692849648.747917,4.1407814,13.886727,4.2595067
1692849648.847609,4.1934752,14.066595,4.2635183
1692849648.947523,4.2488275,14.2377405,4.273011
1692849649.047463,4.297834,14.362744,4.280853
1692849649.14735,4.336162,14.442663,4.2839475
1692849649.247475,4.3633733,14.506649,4.2824984
1692849649.347599,4.381593,14.563976,4.2789598
1692849649.44732,4.395136,14.608356,4.277331
1692849649.547433,4.4085426,14.643375,4.278211
1692849649.647752,4.4258633,14.679375,4.279515
1692849649.747606,4.444955,14.715298,4.280122
1692849649.847471,4.459605,14.742267,4.2798047
1692849649.947524,4.470308,14.76189,4.279013
